id,tokens,ner_tags,text,tokens_tags,ner_text,prompts
13305,"['Wall' 'Street' 'had' 'expected' 'the' 'company' 'to' 'earn' '$' '0.17'
 'a' 'share' 'in' 'its' 'fourth' 'quarter' ',' 'ended' 'June' '30' ','
 'according' 'to' 'First' 'Call' '.']","['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Wall Street had expected the company to earn $ 0.17 a share in its fourth quarter , ended June 30 , according to First Call .","['Wall(B-LOC)', 'Street(I-LOC)', 'had(O)', 'expected(O)', 'the(O)', 'company(O)', 'to(O)', 'earn(O)', '$(O)', '0.17(O)', 'a(O)', 'share(O)', 'in(O)', 'its(O)', 'fourth(O)', 'quarter(O)', ',(O)', 'ended(O)', 'June(O)', '30(O)', ',(O)', 'according(O)', 'to(O)', 'First(O)', 'Call(O)', '.(O)']","Wall(B-LOC) Street(I-LOC) had(O) expected(O) the(O) company(O) to(O) earn(O) $(O) 0.17(O) a(O) share(O) in(O) its(O) fourth(O) quarter(O) ,(O) ended(O) June(O) 30(O) ,(O) according(O) to(O) First(O) Call(O) .(O)","Input: Wall Street had expected the company to earn $ 0.17 a share in its fourth quarter , ended June 30 , according to First Call .
Output: Wall(B-LOC) Street(I-LOC) had(O) expected(O) the(O) company(O) to(O) earn(O) $(O) 0.17(O) a(O) share(O) in(O) its(O) fourth(O) quarter(O) ,(O) ended(O) June(O) 30(O) ,(O) according(O) to(O) First(O) Call(O) .(O)"
3979,['Bordeaux' '3' '1' '2' '0' '2' '1' '5'],"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Bordeaux 3 1 2 0 2 1 5,"['Bordeaux(B-ORG)', '3(O)', '1(O)', '2(O)', '0(O)', '2(O)', '1(O)', '5(O)']",Bordeaux(B-ORG) 3(O) 1(O) 2(O) 0(O) 2(O) 1(O) 5(O),"Input: Bordeaux 3 1 2 0 2 1 5
Output: Bordeaux(B-ORG) 3(O) 1(O) 2(O) 0(O) 2(O) 1(O) 5(O)"
5882,['SYDNEY' '1996-08-26'],"['B-LOC', 'O']",SYDNEY 1996-08-26,"['SYDNEY(B-LOC)', '1996-08-26(O)']",SYDNEY(B-LOC) 1996-08-26(O),"Input: SYDNEY 1996-08-26
Output: SYDNEY(B-LOC) 1996-08-26(O)"
8686,"['Schalke' '1' '(' 'Thon' '2nd' ')' 'Bochum' '1' '(' 'Donkow' '86th' ')'
 '.']","['B-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'B-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'O']",Schalke 1 ( Thon 2nd ) Bochum 1 ( Donkow 86th ) .,"['Schalke(B-ORG)', '1(O)', '((O)', 'Thon(B-PER)', '2nd(O)', ')(O)', 'Bochum(B-ORG)', '1(O)', '((O)', 'Donkow(B-PER)', '86th(O)', ')(O)', '.(O)']",Schalke(B-ORG) 1(O) ((O) Thon(B-PER) 2nd(O) )(O) Bochum(B-ORG) 1(O) ((O) Donkow(B-PER) 86th(O) )(O) .(O),"Input: Schalke 1 ( Thon 2nd ) Bochum 1 ( Donkow 86th ) .
Output: Schalke(B-ORG) 1(O) ((O) Thon(B-PER) 2nd(O) )(O) Bochum(B-ORG) 1(O) ((O) Donkow(B-PER) 86th(O) )(O) .(O)"
6812,['There' 'is' 'no' 'overall' 'champion' '.'],"['O', 'O', 'O', 'O', 'O', 'O']",There is no overall champion .,"['There(O)', 'is(O)', 'no(O)', 'overall(O)', 'champion(O)', '.(O)']",There(O) is(O) no(O) overall(O) champion(O) .(O),"Input: There is no overall champion .
Output: There(O) is(O) no(O) overall(O) champion(O) .(O)"
6201,"['Collective' 'farms' 'and' 'Ukraine' ""'s"" 'nascent' 'private' 'farming'
 'sector' 'have' 'no' 'money' 'for' 'fertiliser' ',' 'no' 'money' 'for'
 'herbicides' 'and' 'pesticides' ',' 'no' 'money' 'to' 'repair' 'old' 'or'
 'buy' 'new' 'machinery' ',' 'no' 'money' 'for' 'fuel' ',' 'and' 'none'
 'to' 'buy' 'good' 'seed' '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Collective farms and Ukraine 's nascent private farming sector have no money for fertiliser , no money for herbicides and pesticides , no money to repair old or buy new machinery , no money for fuel , and none to buy good seed .","['Collective(O)', 'farms(O)', 'and(O)', 'Ukraine(B-LOC)', ""'s(O)"", 'nascent(O)', 'private(O)', 'farming(O)', 'sector(O)', 'have(O)', 'no(O)', 'money(O)', 'for(O)', 'fertiliser(O)', ',(O)', 'no(O)', 'money(O)', 'for(O)', 'herbicides(O)', 'and(O)', 'pesticides(O)', ',(O)', 'no(O)', 'money(O)', 'to(O)', 'repair(O)', 'old(O)', 'or(O)', 'buy(O)', 'new(O)', 'machinery(O)', ',(O)', 'no(O)', 'money(O)', 'for(O)', 'fuel(O)', ',(O)', 'and(O)', 'none(O)', 'to(O)', 'buy(O)', 'good(O)', 'seed(O)', '.(O)']","Collective(O) farms(O) and(O) Ukraine(B-LOC) 's(O) nascent(O) private(O) farming(O) sector(O) have(O) no(O) money(O) for(O) fertiliser(O) ,(O) no(O) money(O) for(O) herbicides(O) and(O) pesticides(O) ,(O) no(O) money(O) to(O) repair(O) old(O) or(O) buy(O) new(O) machinery(O) ,(O) no(O) money(O) for(O) fuel(O) ,(O) and(O) none(O) to(O) buy(O) good(O) seed(O) .(O)","Input: Collective farms and Ukraine 's nascent private farming sector have no money for fertiliser , no money for herbicides and pesticides , no money to repair old or buy new machinery , no money for fuel , and none to buy good seed .
Output: Collective(O) farms(O) and(O) Ukraine(B-LOC) 's(O) nascent(O) private(O) farming(O) sector(O) have(O) no(O) money(O) for(O) fertiliser(O) ,(O) no(O) money(O) for(O) herbicides(O) and(O) pesticides(O) ,(O) no(O) money(O) to(O) repair(O) old(O) or(O) buy(O) new(O) machinery(O) ,(O) no(O) money(O) for(O) fuel(O) ,(O) and(O) none(O) to(O) buy(O) good(O) seed(O) .(O)"
2572,['FORECAST' '-' 'S.AFRICAN' 'COMPANY' 'RESULTS' 'CONSENSUS' '.'],"['O', 'O', 'B-MISC', 'O', 'O', 'O', 'O']",FORECAST - S.AFRICAN COMPANY RESULTS CONSENSUS .,"['FORECAST(O)', '-(O)', 'S.AFRICAN(B-MISC)', 'COMPANY(O)', 'RESULTS(O)', 'CONSENSUS(O)', '.(O)']",FORECAST(O) -(O) S.AFRICAN(B-MISC) COMPANY(O) RESULTS(O) CONSENSUS(O) .(O),"Input: FORECAST - S.AFRICAN COMPANY RESULTS CONSENSUS .
Output: FORECAST(O) -(O) S.AFRICAN(B-MISC) COMPANY(O) RESULTS(O) CONSENSUS(O) .(O)"
8425,"['Men' ""'s"" 'singles']","['O', 'O', 'O']",Men 's singles,"['Men(O)', ""'s(O)"", 'singles(O)']",Men(O) 's(O) singles(O),"Input: Men 's singles
Output: Men(O) 's(O) singles(O)"
6991,"['Others' 'advancing' 'early' 'on' 'Monday' 'included' '11th-seeded'
 'American' 'Malivai' 'Washington' ',' 'the' 'Wimbledon' 'runner-up' ','
 'Sweden' ""'s"" 'Magnus' 'Gustafsson' ',' 'and' 'two-time' 'former'
 'French' 'Open' 'champion' 'Sergi' 'Bruguera' 'of' 'Spain' ',' 'who'
 'will' 'be' 'Stich' ""'s"" 'next' 'opponent' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'B-PER', 'I-PER', 'O', 'O', 'B-MISC', 'O', 'O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']","Others advancing early on Monday included 11th-seeded American Malivai Washington , the Wimbledon runner-up , Sweden 's Magnus Gustafsson , and two-time former French Open champion Sergi Bruguera of Spain , who will be Stich 's next opponent .","['Others(O)', 'advancing(O)', 'early(O)', 'on(O)', 'Monday(O)', 'included(O)', '11th-seeded(O)', 'American(B-MISC)', 'Malivai(B-PER)', 'Washington(I-PER)', ',(O)', 'the(O)', 'Wimbledon(B-MISC)', 'runner-up(O)', ',(O)', 'Sweden(B-LOC)', ""'s(O)"", 'Magnus(B-PER)', 'Gustafsson(I-PER)', ',(O)', 'and(O)', 'two-time(O)', 'former(O)', 'French(B-MISC)', 'Open(I-MISC)', 'champion(O)', 'Sergi(B-PER)', 'Bruguera(I-PER)', 'of(O)', 'Spain(B-LOC)', ',(O)', 'who(O)', 'will(O)', 'be(O)', 'Stich(B-PER)', ""'s(O)"", 'next(O)', 'opponent(O)', '.(O)']","Others(O) advancing(O) early(O) on(O) Monday(O) included(O) 11th-seeded(O) American(B-MISC) Malivai(B-PER) Washington(I-PER) ,(O) the(O) Wimbledon(B-MISC) runner-up(O) ,(O) Sweden(B-LOC) 's(O) Magnus(B-PER) Gustafsson(I-PER) ,(O) and(O) two-time(O) former(O) French(B-MISC) Open(I-MISC) champion(O) Sergi(B-PER) Bruguera(I-PER) of(O) Spain(B-LOC) ,(O) who(O) will(O) be(O) Stich(B-PER) 's(O) next(O) opponent(O) .(O)","Input: Others advancing early on Monday included 11th-seeded American Malivai Washington , the Wimbledon runner-up , Sweden 's Magnus Gustafsson , and two-time former French Open champion Sergi Bruguera of Spain , who will be Stich 's next opponent .
Output: Others(O) advancing(O) early(O) on(O) Monday(O) included(O) 11th-seeded(O) American(B-MISC) Malivai(B-PER) Washington(I-PER) ,(O) the(O) Wimbledon(B-MISC) runner-up(O) ,(O) Sweden(B-LOC) 's(O) Magnus(B-PER) Gustafsson(I-PER) ,(O) and(O) two-time(O) former(O) French(B-MISC) Open(I-MISC) champion(O) Sergi(B-PER) Bruguera(I-PER) of(O) Spain(B-LOC) ,(O) who(O) will(O) be(O) Stich(B-PER) 's(O) next(O) opponent(O) .(O)"
11940,['--' 'Wellington' 'newsroom' '(' '64' '4' ')' '473' '4746'],"['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",-- Wellington newsroom ( 64 4 ) 473 4746,"['--(O)', 'Wellington(B-LOC)', 'newsroom(O)', '((O)', '64(O)', '4(O)', ')(O)', '473(O)', '4746(O)']",--(O) Wellington(B-LOC) newsroom(O) ((O) 64(O) 4(O) )(O) 473(O) 4746(O),"Input: -- Wellington newsroom ( 64 4 ) 473 4746
Output: --(O) Wellington(B-LOC) newsroom(O) ((O) 64(O) 4(O) )(O) 473(O) 4746(O)"
158,"['Arafat' 'subsequently' 'cancelled' 'a' 'meeting' 'between' 'Israeli'
 'and' 'PLO' 'officials' ',' 'on' 'civilian' 'affairs' ',' 'at' 'the'
 'Allenby' 'Bridge' 'crossing' 'between' 'Jordan' 'and' 'the' 'West'
 'Bank' '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","Arafat subsequently cancelled a meeting between Israeli and PLO officials , on civilian affairs , at the Allenby Bridge crossing between Jordan and the West Bank .","['Arafat(B-PER)', 'subsequently(O)', 'cancelled(O)', 'a(O)', 'meeting(O)', 'between(O)', 'Israeli(B-MISC)', 'and(O)', 'PLO(B-ORG)', 'officials(O)', ',(O)', 'on(O)', 'civilian(O)', 'affairs(O)', ',(O)', 'at(O)', 'the(O)', 'Allenby(B-LOC)', 'Bridge(I-LOC)', 'crossing(O)', 'between(O)', 'Jordan(B-LOC)', 'and(O)', 'the(O)', 'West(B-LOC)', 'Bank(I-LOC)', '.(O)']","Arafat(B-PER) subsequently(O) cancelled(O) a(O) meeting(O) between(O) Israeli(B-MISC) and(O) PLO(B-ORG) officials(O) ,(O) on(O) civilian(O) affairs(O) ,(O) at(O) the(O) Allenby(B-LOC) Bridge(I-LOC) crossing(O) between(O) Jordan(B-LOC) and(O) the(O) West(B-LOC) Bank(I-LOC) .(O)","Input: Arafat subsequently cancelled a meeting between Israeli and PLO officials , on civilian affairs , at the Allenby Bridge crossing between Jordan and the West Bank .
Output: Arafat(B-PER) subsequently(O) cancelled(O) a(O) meeting(O) between(O) Israeli(B-MISC) and(O) PLO(B-ORG) officials(O) ,(O) on(O) civilian(O) affairs(O) ,(O) at(O) the(O) Allenby(B-LOC) Bridge(I-LOC) crossing(O) between(O) Jordan(B-LOC) and(O) the(O) West(B-LOC) Bank(I-LOC) .(O)"
6902,['Lotte' '44' '6' '53' '.456' '15' '1/2'],"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']",Lotte 44 6 53 .456 15 1/2,"['Lotte(B-ORG)', '44(O)', '6(O)', '53(O)', '.456(O)', '15(O)', '1/2(O)']",Lotte(B-ORG) 44(O) 6(O) 53(O) .456(O) 15(O) 1/2(O),"Input: Lotte 44 6 53 .456 15 1/2
Output: Lotte(B-ORG) 44(O) 6(O) 53(O) .456(O) 15(O) 1/2(O)"
10659,"['The' 'side' 'from' 'northern' 'France' ',' 'forced' 'to' 'fight' 'an'
 'uphill' 'battle' 'from' 'then' 'on' ',' 'pulled' 'level' 'thanks' 'to'
 'Tony' 'Vairelles' 'in' 'the' 'eighth' 'minute' 'but' 'young' 'striker'
 'Fabien' 'Lefevre' 'made' 'it' 'two' 'for' 'Montpellier' 'five' 'minutes'
 'later' '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']","The side from northern France , forced to fight an uphill battle from then on , pulled level thanks to Tony Vairelles in the eighth minute but young striker Fabien Lefevre made it two for Montpellier five minutes later .","['The(O)', 'side(O)', 'from(O)', 'northern(O)', 'France(B-LOC)', ',(O)', 'forced(O)', 'to(O)', 'fight(O)', 'an(O)', 'uphill(O)', 'battle(O)', 'from(O)', 'then(O)', 'on(O)', ',(O)', 'pulled(O)', 'level(O)', 'thanks(O)', 'to(O)', 'Tony(B-PER)', 'Vairelles(I-PER)', 'in(O)', 'the(O)', 'eighth(O)', 'minute(O)', 'but(O)', 'young(O)', 'striker(O)', 'Fabien(B-PER)', 'Lefevre(I-PER)', 'made(O)', 'it(O)', 'two(O)', 'for(O)', 'Montpellier(B-ORG)', 'five(O)', 'minutes(O)', 'later(O)', '.(O)']","The(O) side(O) from(O) northern(O) France(B-LOC) ,(O) forced(O) to(O) fight(O) an(O) uphill(O) battle(O) from(O) then(O) on(O) ,(O) pulled(O) level(O) thanks(O) to(O) Tony(B-PER) Vairelles(I-PER) in(O) the(O) eighth(O) minute(O) but(O) young(O) striker(O) Fabien(B-PER) Lefevre(I-PER) made(O) it(O) two(O) for(O) Montpellier(B-ORG) five(O) minutes(O) later(O) .(O)","Input: The side from northern France , forced to fight an uphill battle from then on , pulled level thanks to Tony Vairelles in the eighth minute but young striker Fabien Lefevre made it two for Montpellier five minutes later .
Output: The(O) side(O) from(O) northern(O) France(B-LOC) ,(O) forced(O) to(O) fight(O) an(O) uphill(O) battle(O) from(O) then(O) on(O) ,(O) pulled(O) level(O) thanks(O) to(O) Tony(B-PER) Vairelles(I-PER) in(O) the(O) eighth(O) minute(O) but(O) young(O) striker(O) Fabien(B-PER) Lefevre(I-PER) made(O) it(O) two(O) for(O) Montpellier(B-ORG) five(O) minutes(O) later(O) .(O)"
7920,['FRONT' 'PAGE'],"['O', 'O']",FRONT PAGE,"['FRONT(O)', 'PAGE(O)']",FRONT(O) PAGE(O),"Input: FRONT PAGE
Output: FRONT(O) PAGE(O)"
10797,['Nice' '1' 'Guingamp' '2'],"['B-ORG', 'O', 'B-ORG', 'O']",Nice 1 Guingamp 2,"['Nice(B-ORG)', '1(O)', 'Guingamp(B-ORG)', '2(O)']",Nice(B-ORG) 1(O) Guingamp(B-ORG) 2(O),"Input: Nice 1 Guingamp 2
Output: Nice(B-ORG) 1(O) Guingamp(B-ORG) 2(O)"
7993,"['Reuters' 'has' 'not' 'verified' 'these' 'stories' 'and' 'does' 'not'
 'vouch' 'for' 'their' 'accuracy' '.']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Reuters has not verified these stories and does not vouch for their accuracy .,"['Reuters(B-ORG)', 'has(O)', 'not(O)', 'verified(O)', 'these(O)', 'stories(O)', 'and(O)', 'does(O)', 'not(O)', 'vouch(O)', 'for(O)', 'their(O)', 'accuracy(O)', '.(O)']",Reuters(B-ORG) has(O) not(O) verified(O) these(O) stories(O) and(O) does(O) not(O) vouch(O) for(O) their(O) accuracy(O) .(O),"Input: Reuters has not verified these stories and does not vouch for their accuracy .
Output: Reuters(B-ORG) has(O) not(O) verified(O) these(O) stories(O) and(O) does(O) not(O) vouch(O) for(O) their(O) accuracy(O) .(O)"
13620,"['The' 'RMT' 'spokesman' 'said' 'that' 'near' 'the' 'eastern' 'city' 'of'
 'Turnhout' ',' 'a' 'group' 'of' 'boy' 'scouts' 'camping' 'in' 'a'
 'low-lying' 'meadow' 'had' 'to' 'be' 'evacuated' 'as' 'water' 'flooded'
 'their' 'tents' '.']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","The RMT spokesman said that near the eastern city of Turnhout , a group of boy scouts camping in a low-lying meadow had to be evacuated as water flooded their tents .","['The(O)', 'RMT(B-ORG)', 'spokesman(O)', 'said(O)', 'that(O)', 'near(O)', 'the(O)', 'eastern(O)', 'city(O)', 'of(O)', 'Turnhout(B-LOC)', ',(O)', 'a(O)', 'group(O)', 'of(O)', 'boy(O)', 'scouts(O)', 'camping(O)', 'in(O)', 'a(O)', 'low-lying(O)', 'meadow(O)', 'had(O)', 'to(O)', 'be(O)', 'evacuated(O)', 'as(O)', 'water(O)', 'flooded(O)', 'their(O)', 'tents(O)', '.(O)']","The(O) RMT(B-ORG) spokesman(O) said(O) that(O) near(O) the(O) eastern(O) city(O) of(O) Turnhout(B-LOC) ,(O) a(O) group(O) of(O) boy(O) scouts(O) camping(O) in(O) a(O) low-lying(O) meadow(O) had(O) to(O) be(O) evacuated(O) as(O) water(O) flooded(O) their(O) tents(O) .(O)","Input: The RMT spokesman said that near the eastern city of Turnhout , a group of boy scouts camping in a low-lying meadow had to be evacuated as water flooded their tents .
Output: The(O) RMT(B-ORG) spokesman(O) said(O) that(O) near(O) the(O) eastern(O) city(O) of(O) Turnhout(B-LOC) ,(O) a(O) group(O) of(O) boy(O) scouts(O) camping(O) in(O) a(O) low-lying(O) meadow(O) had(O) to(O) be(O) evacuated(O) as(O) water(O) flooded(O) their(O) tents(O) .(O)"
9150,"['He' 'was' 'operated' 'on' 'earlier' 'in' 'the' 'week' 'but' 'failed'
 'to' 'recover' 'from' 'surgery' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",He was operated on earlier in the week but failed to recover from surgery .,"['He(O)', 'was(O)', 'operated(O)', 'on(O)', 'earlier(O)', 'in(O)', 'the(O)', 'week(O)', 'but(O)', 'failed(O)', 'to(O)', 'recover(O)', 'from(O)', 'surgery(O)', '.(O)']",He(O) was(O) operated(O) on(O) earlier(O) in(O) the(O) week(O) but(O) failed(O) to(O) recover(O) from(O) surgery(O) .(O),"Input: He was operated on earlier in the week but failed to recover from surgery .
Output: He(O) was(O) operated(O) on(O) earlier(O) in(O) the(O) week(O) but(O) failed(O) to(O) recover(O) from(O) surgery(O) .(O)"
333,"['72' 'Clarence' 'Rose' ',' 'Loren' 'Roberts' ',' 'Fred' 'Funk' ',' 'Sven'
 'Struver']","['O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER']","72 Clarence Rose , Loren Roberts , Fred Funk , Sven Struver","['72(O)', 'Clarence(B-PER)', 'Rose(I-PER)', ',(O)', 'Loren(B-PER)', 'Roberts(I-PER)', ',(O)', 'Fred(B-PER)', 'Funk(I-PER)', ',(O)', 'Sven(B-PER)', 'Struver(I-PER)']","72(O) Clarence(B-PER) Rose(I-PER) ,(O) Loren(B-PER) Roberts(I-PER) ,(O) Fred(B-PER) Funk(I-PER) ,(O) Sven(B-PER) Struver(I-PER)","Input: 72 Clarence Rose , Loren Roberts , Fred Funk , Sven Struver
Output: 72(O) Clarence(B-PER) Rose(I-PER) ,(O) Loren(B-PER) Roberts(I-PER) ,(O) Fred(B-PER) Funk(I-PER) ,(O) Sven(B-PER) Struver(I-PER)"
