id,tokens,ner_tags,text,tokens_tags,ner_text,prompts
5317,['W' 'D' 'L' 'PCT' 'GB'],"['O', 'O', 'O', 'O', 'O']",W D L PCT GB,"['W(O)', 'D(O)', 'L(O)', 'PCT(O)', 'GB(O)']",W(O) D(O) L(O) PCT(O) GB(O),"Input: W D L PCT GB
Output: W(O) D(O) L(O) PCT(O) GB(O)"
1212,"['The' 'dog' 'attacked' 'Louis' 'Booy' 'in' 'the' 'front' 'garden' 'of'
 'his' 'grandparents' ""'"" 'house' 'in' 'Vanderbijlpark' 'near'
 'Johannesburg' 'on' 'Tuesday' '.']","['O', 'O', 'O', 'B-Person', 'I-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'B-Location', 'O', 'O', 'O']",The dog attacked Louis Booy in the front garden of his grandparents ' house in Vanderbijlpark near Johannesburg on Tuesday .,"['The(O)', 'dog(O)', 'attacked(O)', 'Louis(B-Person)', 'Booy(I-Person)', 'in(O)', 'the(O)', 'front(O)', 'garden(O)', 'of(O)', 'his(O)', 'grandparents(O)', ""'(O)"", 'house(O)', 'in(O)', 'Vanderbijlpark(B-Location)', 'near(O)', 'Johannesburg(B-Location)', 'on(O)', 'Tuesday(O)', '.(O)']",The(O) dog(O) attacked(O) Louis(B-Person) Booy(I-Person) in(O) the(O) front(O) garden(O) of(O) his(O) grandparents(O) '(O) house(O) in(O) Vanderbijlpark(B-Location) near(O) Johannesburg(B-Location) on(O) Tuesday(O) .(O),"Input: The dog attacked Louis Booy in the front garden of his grandparents ' house in Vanderbijlpark near Johannesburg on Tuesday .
Output: The(O) dog(O) attacked(O) Louis(B-Person) Booy(I-Person) in(O) the(O) front(O) garden(O) of(O) his(O) grandparents(O) '(O) house(O) in(O) Vanderbijlpark(B-Location) near(O) Johannesburg(B-Location) on(O) Tuesday(O) .(O)"
6456,['(' 'G.' 'Parsons' '4-36' ')' 'and' '135-9' '.'],"['O', 'B-Person', 'I-Person', 'O', 'O', 'O', 'O', 'O']",( G. Parsons 4-36 ) and 135-9 .,"['((O)', 'G.(B-Person)', 'Parsons(I-Person)', '4-36(O)', ')(O)', 'and(O)', '135-9(O)', '.(O)']",((O) G.(B-Person) Parsons(I-Person) 4-36(O) )(O) and(O) 135-9(O) .(O),"Input: ( G. Parsons 4-36 ) and 135-9 .
Output: ((O) G.(B-Person) Parsons(I-Person) 4-36(O) )(O) and(O) 135-9(O) .(O)"
2424,['2.' 'Maria' 'Mutola' '(' 'Mozambique' ')' '2:29.66'],"['O', 'B-Person', 'I-Person', 'O', 'B-Location', 'O', 'O']",2. Maria Mutola ( Mozambique ) 2:29.66,"['2.(O)', 'Maria(B-Person)', 'Mutola(I-Person)', '((O)', 'Mozambique(B-Location)', ')(O)', '2:29.66(O)']",2.(O) Maria(B-Person) Mutola(I-Person) ((O) Mozambique(B-Location) )(O) 2:29.66(O),"Input: 2. Maria Mutola ( Mozambique ) 2:29.66
Output: 2.(O) Maria(B-Person) Mutola(I-Person) ((O) Mozambique(B-Location) )(O) 2:29.66(O)"
7220,['A.' 'Flower' 'lbw' 'b' 'Flemming' '0'],"['B-Person', 'I-Person', 'O', 'O', 'B-Person', 'O']",A. Flower lbw b Flemming 0,"['A.(B-Person)', 'Flower(I-Person)', 'lbw(O)', 'b(O)', 'Flemming(B-Person)', '0(O)']",A.(B-Person) Flower(I-Person) lbw(O) b(O) Flemming(B-Person) 0(O),"Input: A. Flower lbw b Flemming 0
Output: A.(B-Person) Flower(I-Person) lbw(O) b(O) Flemming(B-Person) 0(O)"
1682,['(' 'A$' '1' '=' 'US$' '0.79' ')'],"['O', 'B-Miscellaneous', 'O', 'O', 'B-Miscellaneous', 'O', 'O']",( A$ 1 = US$ 0.79 ),"['((O)', 'A$(B-Miscellaneous)', '1(O)', '=(O)', 'US$(B-Miscellaneous)', '0.79(O)', ')(O)']",((O) A$(B-Miscellaneous) 1(O) =(O) US$(B-Miscellaneous) 0.79(O) )(O),"Input: ( A$ 1 = US$ 0.79 )
Output: ((O) A$(B-Miscellaneous) 1(O) =(O) US$(B-Miscellaneous) 0.79(O) )(O)"
1297,"['Argentine' 'raw' 'steel' 'output' 'was' '355,900' 'tonnes' 'in' 'July'
 ',' '14.8' 'percent' 'higher' 'than' 'in' 'July' '1995' 'and' 'up' '1.9'
 'percent' 'from' 'June' ',' 'Steel' 'Industry' 'Center' 'said' 'Thursday'
 '.']","['B-Miscellaneous', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'I-Organization', 'I-Organization', 'O', 'O', 'O']","Argentine raw steel output was 355,900 tonnes in July , 14.8 percent higher than in July 1995 and up 1.9 percent from June , Steel Industry Center said Thursday .","['Argentine(B-Miscellaneous)', 'raw(O)', 'steel(O)', 'output(O)', 'was(O)', '355,900(O)', 'tonnes(O)', 'in(O)', 'July(O)', ',(O)', '14.8(O)', 'percent(O)', 'higher(O)', 'than(O)', 'in(O)', 'July(O)', '1995(O)', 'and(O)', 'up(O)', '1.9(O)', 'percent(O)', 'from(O)', 'June(O)', ',(O)', 'Steel(B-Organization)', 'Industry(I-Organization)', 'Center(I-Organization)', 'said(O)', 'Thursday(O)', '.(O)']","Argentine(B-Miscellaneous) raw(O) steel(O) output(O) was(O) 355,900(O) tonnes(O) in(O) July(O) ,(O) 14.8(O) percent(O) higher(O) than(O) in(O) July(O) 1995(O) and(O) up(O) 1.9(O) percent(O) from(O) June(O) ,(O) Steel(B-Organization) Industry(I-Organization) Center(I-Organization) said(O) Thursday(O) .(O)","Input: Argentine raw steel output was 355,900 tonnes in July , 14.8 percent higher than in July 1995 and up 1.9 percent from June , Steel Industry Center said Thursday .
Output: Argentine(B-Miscellaneous) raw(O) steel(O) output(O) was(O) 355,900(O) tonnes(O) in(O) July(O) ,(O) 14.8(O) percent(O) higher(O) than(O) in(O) July(O) 1995(O) and(O) up(O) 1.9(O) percent(O) from(O) June(O) ,(O) Steel(B-Organization) Industry(I-Organization) Center(I-Organization) said(O) Thursday(O) .(O)"
7962,['MANILA' '1996-08-26'],"['B-Location', 'O']",MANILA 1996-08-26,"['MANILA(B-Location)', '1996-08-26(O)']",MANILA(B-Location) 1996-08-26(O),"Input: MANILA 1996-08-26
Output: MANILA(B-Location) 1996-08-26(O)"
393,"['Waldbaum' 'Hamlet' 'Cup' 'tennis' 'tournament' 'on' 'Wednesday' '('
 'prefix']","['B-Miscellaneous', 'I-Miscellaneous', 'I-Miscellaneous', 'O', 'O', 'O', 'O', 'O', 'O']",Waldbaum Hamlet Cup tennis tournament on Wednesday ( prefix,"['Waldbaum(B-Miscellaneous)', 'Hamlet(I-Miscellaneous)', 'Cup(I-Miscellaneous)', 'tennis(O)', 'tournament(O)', 'on(O)', 'Wednesday(O)', '((O)', 'prefix(O)']",Waldbaum(B-Miscellaneous) Hamlet(I-Miscellaneous) Cup(I-Miscellaneous) tennis(O) tournament(O) on(O) Wednesday(O) ((O) prefix(O),"Input: Waldbaum Hamlet Cup tennis tournament on Wednesday ( prefix
Output: Waldbaum(B-Miscellaneous) Hamlet(I-Miscellaneous) Cup(I-Miscellaneous) tennis(O) tournament(O) on(O) Wednesday(O) ((O) prefix(O)"
10863,"['Bowling' ':' 'Kumble' '10-1-40-0' ',' 'Prasad' '6-0-47-0' ',' 'Srinath']","['O', 'O', 'B-Person', 'O', 'O', 'B-Person', 'O', 'O', 'B-Person']","Bowling : Kumble 10-1-40-0 , Prasad 6-0-47-0 , Srinath","['Bowling(O)', ':(O)', 'Kumble(B-Person)', '10-1-40-0(O)', ',(O)', 'Prasad(B-Person)', '6-0-47-0(O)', ',(O)', 'Srinath(B-Person)']","Bowling(O) :(O) Kumble(B-Person) 10-1-40-0(O) ,(O) Prasad(B-Person) 6-0-47-0(O) ,(O) Srinath(B-Person)","Input: Bowling : Kumble 10-1-40-0 , Prasad 6-0-47-0 , Srinath
Output: Bowling(O) :(O) Kumble(B-Person) 10-1-40-0(O) ,(O) Prasad(B-Person) 6-0-47-0(O) ,(O) Srinath(B-Person)"
12188,"['""' 'We' 'agreed' 'that' 'following' 'detailed' 'scientific' 'analysis'
 'using' 'a' 'methodology' 'which' 'would' 'take' 'out' 'the' 'maximum'
 'number' 'of' 'BSE' 'cases' 'possible' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Miscellaneous', 'O', 'O', 'O']",""" We agreed that following detailed scientific analysis using a methodology which would take out the maximum number of BSE cases possible .","['""(O)', 'We(O)', 'agreed(O)', 'that(O)', 'following(O)', 'detailed(O)', 'scientific(O)', 'analysis(O)', 'using(O)', 'a(O)', 'methodology(O)', 'which(O)', 'would(O)', 'take(O)', 'out(O)', 'the(O)', 'maximum(O)', 'number(O)', 'of(O)', 'BSE(B-Miscellaneous)', 'cases(O)', 'possible(O)', '.(O)']","""(O) We(O) agreed(O) that(O) following(O) detailed(O) scientific(O) analysis(O) using(O) a(O) methodology(O) which(O) would(O) take(O) out(O) the(O) maximum(O) number(O) of(O) BSE(B-Miscellaneous) cases(O) possible(O) .(O)","Input: "" We agreed that following detailed scientific analysis using a methodology which would take out the maximum number of BSE cases possible .
Output: ""(O) We(O) agreed(O) that(O) following(O) detailed(O) scientific(O) analysis(O) using(O) a(O) methodology(O) which(O) would(O) take(O) out(O) the(O) maximum(O) number(O) of(O) BSE(B-Miscellaneous) cases(O) possible(O) .(O)"
70,['GOV' 'LAW' 'GERMAN' 'HOME' 'CTRY' '=' 'TAX' 'PROVS' 'STANDARD'],"['O', 'O', 'B-Miscellaneous', 'O', 'O', 'O', 'O', 'O', 'O']",GOV LAW GERMAN HOME CTRY = TAX PROVS STANDARD,"['GOV(O)', 'LAW(O)', 'GERMAN(B-Miscellaneous)', 'HOME(O)', 'CTRY(O)', '=(O)', 'TAX(O)', 'PROVS(O)', 'STANDARD(O)']",GOV(O) LAW(O) GERMAN(B-Miscellaneous) HOME(O) CTRY(O) =(O) TAX(O) PROVS(O) STANDARD(O),"Input: GOV LAW GERMAN HOME CTRY = TAX PROVS STANDARD
Output: GOV(O) LAW(O) GERMAN(B-Miscellaneous) HOME(O) CTRY(O) =(O) TAX(O) PROVS(O) STANDARD(O)"
727,['Qualifier' 'vs.' 'Michael' 'Stich' '(' 'Germany' ')'],"['O', 'O', 'B-Person', 'I-Person', 'O', 'B-Location', 'O']",Qualifier vs. Michael Stich ( Germany ),"['Qualifier(O)', 'vs.(O)', 'Michael(B-Person)', 'Stich(I-Person)', '((O)', 'Germany(B-Location)', ')(O)']",Qualifier(O) vs.(O) Michael(B-Person) Stich(I-Person) ((O) Germany(B-Location) )(O),"Input: Qualifier vs. Michael Stich ( Germany )
Output: Qualifier(O) vs.(O) Michael(B-Person) Stich(I-Person) ((O) Germany(B-Location) )(O)"
3433,"['CARLSBAD' ',' 'California' '1996-08-24']","['B-Location', 'O', 'B-Location', 'O']","CARLSBAD , California 1996-08-24","['CARLSBAD(B-Location)', ',(O)', 'California(B-Location)', '1996-08-24(O)']","CARLSBAD(B-Location) ,(O) California(B-Location) 1996-08-24(O)","Input: CARLSBAD , California 1996-08-24
Output: CARLSBAD(B-Location) ,(O) California(B-Location) 1996-08-24(O)"
10591,"['Brazilian' 'midfielder' 'Paulo' 'Sergio' 'put' 'Leverkusen' 'ahead' 'in'
 'the' '25th' 'minute' 'but' 'Alexander' 'Zickler' 'equalised' 'just' 'a'
 'minute' 'later' '.']","['B-Miscellaneous', 'O', 'B-Person', 'I-Person', 'O', 'B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Person', 'I-Person', 'O', 'O', 'O', 'O', 'O', 'O']",Brazilian midfielder Paulo Sergio put Leverkusen ahead in the 25th minute but Alexander Zickler equalised just a minute later .,"['Brazilian(B-Miscellaneous)', 'midfielder(O)', 'Paulo(B-Person)', 'Sergio(I-Person)', 'put(O)', 'Leverkusen(B-Organization)', 'ahead(O)', 'in(O)', 'the(O)', '25th(O)', 'minute(O)', 'but(O)', 'Alexander(B-Person)', 'Zickler(I-Person)', 'equalised(O)', 'just(O)', 'a(O)', 'minute(O)', 'later(O)', '.(O)']",Brazilian(B-Miscellaneous) midfielder(O) Paulo(B-Person) Sergio(I-Person) put(O) Leverkusen(B-Organization) ahead(O) in(O) the(O) 25th(O) minute(O) but(O) Alexander(B-Person) Zickler(I-Person) equalised(O) just(O) a(O) minute(O) later(O) .(O),"Input: Brazilian midfielder Paulo Sergio put Leverkusen ahead in the 25th minute but Alexander Zickler equalised just a minute later .
Output: Brazilian(B-Miscellaneous) midfielder(O) Paulo(B-Person) Sergio(I-Person) put(O) Leverkusen(B-Organization) ahead(O) in(O) the(O) 25th(O) minute(O) but(O) Alexander(B-Person) Zickler(I-Person) equalised(O) just(O) a(O) minute(O) later(O) .(O)"
4303,"['The' 'eight-year' 'war' 'between' 'the' 'two' 'countries' 'ended' 'with'
 'a' 'U.N.-sponsored' 'ceasefire' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Miscellaneous', 'O', 'O']",The eight-year war between the two countries ended with a U.N.-sponsored ceasefire .,"['The(O)', 'eight-year(O)', 'war(O)', 'between(O)', 'the(O)', 'two(O)', 'countries(O)', 'ended(O)', 'with(O)', 'a(O)', 'U.N.-sponsored(B-Miscellaneous)', 'ceasefire(O)', '.(O)']",The(O) eight-year(O) war(O) between(O) the(O) two(O) countries(O) ended(O) with(O) a(O) U.N.-sponsored(B-Miscellaneous) ceasefire(O) .(O),"Input: The eight-year war between the two countries ended with a U.N.-sponsored ceasefire .
Output: The(O) eight-year(O) war(O) between(O) the(O) two(O) countries(O) ended(O) with(O) a(O) U.N.-sponsored(B-Miscellaneous) ceasefire(O) .(O)"
10519,"['Basuki' ',' 'a' 'first-round' 'loser' 'here' 'for' 'the' 'fifth'
 'consecutive' 'year' ',' 'was' 'clearly' 'going' 'for' 'winners' ','
 'hitting' 'the' 'lines' 'and' 'running' 'Graf' 'around' 'the' 'court'
 'as' 'she' 'broke' 'the' 'top' 'seed' 'twice' 'in' 'the' 'second' 'set'
 'to' 'grab' 'that' 'shocking' '5-2' 'lead' '.']","['B-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Basuki , a first-round loser here for the fifth consecutive year , was clearly going for winners , hitting the lines and running Graf around the court as she broke the top seed twice in the second set to grab that shocking 5-2 lead .","['Basuki(B-Person)', ',(O)', 'a(O)', 'first-round(O)', 'loser(O)', 'here(O)', 'for(O)', 'the(O)', 'fifth(O)', 'consecutive(O)', 'year(O)', ',(O)', 'was(O)', 'clearly(O)', 'going(O)', 'for(O)', 'winners(O)', ',(O)', 'hitting(O)', 'the(O)', 'lines(O)', 'and(O)', 'running(O)', 'Graf(B-Person)', 'around(O)', 'the(O)', 'court(O)', 'as(O)', 'she(O)', 'broke(O)', 'the(O)', 'top(O)', 'seed(O)', 'twice(O)', 'in(O)', 'the(O)', 'second(O)', 'set(O)', 'to(O)', 'grab(O)', 'that(O)', 'shocking(O)', '5-2(O)', 'lead(O)', '.(O)']","Basuki(B-Person) ,(O) a(O) first-round(O) loser(O) here(O) for(O) the(O) fifth(O) consecutive(O) year(O) ,(O) was(O) clearly(O) going(O) for(O) winners(O) ,(O) hitting(O) the(O) lines(O) and(O) running(O) Graf(B-Person) around(O) the(O) court(O) as(O) she(O) broke(O) the(O) top(O) seed(O) twice(O) in(O) the(O) second(O) set(O) to(O) grab(O) that(O) shocking(O) 5-2(O) lead(O) .(O)","Input: Basuki , a first-round loser here for the fifth consecutive year , was clearly going for winners , hitting the lines and running Graf around the court as she broke the top seed twice in the second set to grab that shocking 5-2 lead .
Output: Basuki(B-Person) ,(O) a(O) first-round(O) loser(O) here(O) for(O) the(O) fifth(O) consecutive(O) year(O) ,(O) was(O) clearly(O) going(O) for(O) winners(O) ,(O) hitting(O) the(O) lines(O) and(O) running(O) Graf(B-Person) around(O) the(O) court(O) as(O) she(O) broke(O) the(O) top(O) seed(O) twice(O) in(O) the(O) second(O) set(O) to(O) grab(O) that(O) shocking(O) 5-2(O) lead(O) .(O)"
